Matrix Key,Area,Asset,Canonical ID,Repository Filename,Media Type,Batch,Evidence Strength,Inclusion,Story Role,Narrative Story,Primary Narrative Section,Proposed Report Use,Qualification / Caution,Inspector Review,Inspector Note
LoadoutStationSample2-REF-001,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-001,LoadoutStationSample2-REF-001.jpg,Photo,B,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Hero extent/severity image of extensive lump-product accumulation around the installation.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,ACCEPTED,
LoadoutStationSample2-REF-002,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-002,LoadoutStationSample2-REF-002.jpg,Photo,B,Direct,S,EXTENT / SEVERITY,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Supporting evidence for narrow-belt loading/product-size and local containment loss.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,PENDING,
LoadoutStationSample2-REF-003,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-003,LoadoutStationSample2-REF-003.jpg,Photo,B,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Supporting evidence for narrow-belt loading/product-size and local containment loss.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,PENDING,
LoadoutStationSample2-REF-004,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-004,LoadoutStationSample2-REF-004.jpg,Photo,B,Direct,E,MECHANISM; DEFECT / CONDITION,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Essential product-size-versus-narrow-belt-width evidence.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,ACCEPTED,
LoadoutStationSample2-REF-005,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-005,LoadoutStationSample2-REF-005.jpg,Photo,B,Direct / Supporting,S,OPERATING CONTEXT; PROCESS RELATIONSHIP,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Supporting evidence for narrow-belt loading/product-size and local containment loss.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,PENDING,
LoadoutStationSample2-REF-006,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-006,LoadoutStationSample2-REF-006.jpg,Photo,B,Direct,E,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Essential containment-loss image with product outside the intended carrying path.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,ACCEPTED,
LoadoutStationSample2-REF-007,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-007,LoadoutStationSample2-REF-007.jpg,Photo,B,Direct,E,MECHANISM; PROCESS RELATIONSHIP; DEFECT / CONDITION,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Loaded narrow belt and surrounding containment relationship; strong support for loading/width concern.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,ACCEPTED,
LoadoutStationSample2-REF-008,Surface - Loading Station,Sample Conveyor 2,LoadoutStationSample2-REF-008,LoadoutStationSample2-REF-008.jpg,Photo,B,Direct / Supporting,S,CONSEQUENCE; EXTENT / SEVERITY,Narrow-belt loading/product-size and local containment loss,"13. Sample Conveyors - Product Size, Feed and Limited Carrying Width",Secondary lower-structure accumulation showing ongoing consequence.,Significant mistracking is not visually established. Images do not prove quantitative design-capacity overload or identify the final feed-control method.,PENDING,
LoadoutStationSample3-REF-001,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-001,LoadoutStationSample3-REF-001.jpg,Photo,B,Context only,S,TOPOLOGY / ORIENTATION,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,General installation/topology context for the Sample 3 case study.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-002,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-002,LoadoutStationSample3-REF-002.jpg,Photo,B,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Hero coarse-product containment-loss evidence.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",ACCEPTED,
LoadoutStationSample3-REF-003,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-003,LoadoutStationSample3-REF-003.jpg,Photo,B,Direct / Supporting,S,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting evidence for narrow-belt loading/containment plus visually supported mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-004,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-004,LoadoutStationSample3-REF-004.jpg,Photo,B,Direct / Supporting,S,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting evidence for narrow-belt loading/containment plus visually supported mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-005,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-005,LoadoutStationSample3-REF-005.jpg,Photo,B,Direct,E,MECHANISM; DEFECT / CONDITION; PROCESS RELATIONSHIP,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Essential coarse-lump size versus narrow-belt-width image.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",ACCEPTED,
LoadoutStationSample3-REF-006,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-006,LoadoutStationSample3-REF-006.jpg,Photo,B,Direct / Supporting,E,MECHANISM; DEFECT / CONDITION; PROCESS RELATIONSHIP,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Strong combined loading and lateral-offset context.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",ACCEPTED,
LoadoutStationSample3-REF-007,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-007,LoadoutStationSample3-REF-007.jpg,Photo,B,Direct,E,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Product concentrated toward one side with material lodged beside the carrying path.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",ACCEPTED,
LoadoutStationSample3-REF-008,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-008,LoadoutStationSample3-REF-008.jpg,Photo,B,Direct,S,EXTENT / SEVERITY; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting evidence for narrow-belt loading/containment plus visually supported mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-009,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-009,LoadoutStationSample3-REF-009.jpg,Photo,B,Direct / Supporting,S,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting evidence for narrow-belt loading/containment plus visually supported mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-010,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-010,LoadoutStationSample3-REF-010.jpg,Photo,B,Context only,S,TOPOLOGY / ORIENTATION; MAINTENANCE / DESIGN DETAIL,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting evidence for narrow-belt loading/containment plus visually supported mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-011,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-011,LoadoutStationSample3-REF-011.jpg,Photo,B,Direct,S,MECHANISM; DEFECT / CONDITION; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Supporting evidence for narrow-belt loading/containment plus visually supported mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",PENDING,
LoadoutStationSample3-REF-012,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-012,LoadoutStationSample3-REF-012.jpg,Photo,B,Direct,E,EXTENT / SEVERITY; CONSEQUENCE,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Hero consequence image of extensive product on grating/access.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",ACCEPTED,
LoadoutStationSample3-REF-013,Surface - Loading Station,Sample Conveyor 3,LoadoutStationSample3-REF-013,LoadoutStationSample3-REF-013.jpg,Photo,B,Direct / Supporting,E,MECHANISM; DEFECT / CONDITION; MAINTENANCE / DESIGN DETAIL,Narrow-belt loading/containment plus visually supported mistracking,13. Sample Conveyors / 14. Belt Tracking as a Material-Containment Requirement,Essential strongest still supporting lateral belt offset/mistracking.,"Mistracking is visually supported but magnitude is unmeasured. Head/tail alignment, tension and trapped product remain hypotheses/inspection targets.",ACCEPTED,
